x00,y00,z00,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Label
0.485084504,0.797707438,1.06E-08,0.572662532,0.736614108,-0.024160882,0.62631166,0.636957169,-0.033696614,0.653691292,0.542677462,-0.048130967,0.691202641,0.4787907,-0.062941566,0.550399601,0.504838288,0.029156962,0.570871234,0.39197439,0.026729431,0.577933311,0.325082868,0.020996872,0.581996977,0.267494112,0.014661561,0.499662638,0.494011343,0.021873394,0.503618479,0.370110929,0.027015533,0.501994252,0.294352889,0.017573714,0.498819113,0.231499434,0.007905189,0.453709394,0.511517704,0.006377166,0.442684114,0.401602417,0.004350484,0.434040993,0.334321141,-0.007463826,0.427969486,0.279053211,-0.017114967,0.409997404,0.549146295,-0.014784397,0.380880058,0.470786512,-0.020358099,0.363211691,0.420851409,-0.026895085,0.350500435,0.374191403,-0.031481624,5
0.483988136,0.796663165,1.04E-08,0.571282744,0.737353384,-0.02647832,0.625592113,0.638637662,-0.037239127,0.653495669,0.543839335,-0.052423514,0.691379905,0.479861259,-0.067926206,0.550749481,0.505409241,0.026237337,0.571170092,0.392265081,0.023217598,0.577926099,0.324975789,0.017112684,0.58178544,0.266971201,0.010514989,0.49992764,0.494022787,0.02001252,0.504023731,0.370210052,0.02465505,0.502179682,0.29450053,0.014910367,0.498948723,0.231633633,0.005038655,0.453908145,0.511208594,0.005530132,0.442885995,0.40200901,0.003009044,0.434119761,0.334787965,-0.009051641,0.428014994,0.27956152,-0.018791778,0.410210848,0.548750579,-0.014754592,0.381026447,0.470356822,-0.020758724,0.363177836,0.421010077,-0.027466217,0.350189924,0.375040054,-0.032076076,5
0.484044552,0.800865173,1.11E-08,0.574142754,0.738497674,-0.019379962,0.627733111,0.635982692,-0.025121456,0.654533803,0.541452467,-0.036951035,0.692927361,0.480170518,-0.049110651,0.552124977,0.505108476,0.040518582,0.571931839,0.393807352,0.041009411,0.578964651,0.327194333,0.03649126,0.583551407,0.269837618,0.031159062,0.501278341,0.493885934,0.031965923,0.504860699,0.372901201,0.040921159,0.503525436,0.297692358,0.033035737,0.500799954,0.235547692,0.024537235,0.454677343,0.510417223,0.01498831,0.443595022,0.401332676,0.016829859,0.434740841,0.333932579,0.007098373,0.428534776,0.279079646,-0.001438164,0.410337806,0.546282589,-0.007685755,0.381142676,0.468154103,-0.00993662,0.364104569,0.417285144,-0.014569011,0.351828575,0.369520634,-0.017956758,5
0.483367592,0.800552428,1.09E-08,0.574158072,0.738763571,-0.018311799,0.627792716,0.637205005,-0.02320593,0.654030561,0.542799652,-0.034168221,0.691993833,0.480777562,-0.045250926,0.55192107,0.506116152,0.042214941,0.572486699,0.394757152,0.043843124,0.57991457,0.328371733,0.040481489,0.584486187,0.271603882,0.036030635,0.501325846,0.494466245,0.034021929,0.505477548,0.372601122,0.043676987,0.504383683,0.297187269,0.036846556,0.50139612,0.234876543,0.029380461,0.455100447,0.510579348,0.017561652,0.443838596,0.401654899,0.020197738,0.43489942,0.334866941,0.011732647,0.428323567,0.280261278,0.00433557,0.411311835,0.546160936,-0.004496053,0.382238299,0.467957765,-0.005799054,0.364756584,0.417440653,-0.00948284,0.35169518,0.370210826,-0.011977458,5
0.483120471,0.800265372,1.09E-08,0.571926475,0.73912847,-0.019870007,0.625766337,0.638341904,-0.027082914,0.653257847,0.545882344,-0.04002456,0.692804337,0.485568613,-0.053677209,0.551280797,0.508551061,0.032732479,0.571686208,0.399051368,0.030196894,0.579222262,0.332787931,0.023997268,0.584539652,0.275381297,0.017765878,0.500396729,0.497282803,0.023867784,0.504517734,0.377797127,0.029234337,0.503981769,0.303444535,0.020062456,0.501673102,0.24082154,0.010794055,0.453962058,0.513366044,0.00713032,0.444045633,0.405638665,0.006552391,0.435967684,0.338531852,-0.003714477,0.430020034,0.283184767,-0.01258224,0.409869671,0.548806727,-0.015180132,0.381705225,0.470372319,-0.018959023,0.365489006,0.419341564,-0.024106856,0.35347259,0.371162951,-0.027929798,5
0.47753644,0.798084915,1.10E-08,0.563945651,0.738241255,-0.019665442,0.618265569,0.640973151,-0.027189123,0.646786273,0.55114615,-0.039619684,0.685493112,0.491978139,-0.052152868,0.54760778,0.51136601,0.026985306,0.568730593,0.405908704,0.024601016,0.575611234,0.342071176,0.019371895,0.579905272,0.286660284,0.013812843,0.496966273,0.49919194,0.019053241,0.501447499,0.384961545,0.023465494,0.500320613,0.314783156,0.015150013,0.497640282,0.255521595,0.006452821,0.450378627,0.514587224,0.004063129,0.439444691,0.413811266,0.002351677,0.431429446,0.351889968,-0.00769476,0.425317794,0.300626397,-0.016033903,0.40580219,0.549797118,-0.016003652,0.375690997,0.476786256,-0.020059371,0.358681291,0.428918302,-0.025294434,0.345790684,0.383851707,-0.029067013,5
0.477126718,0.796487927,1.09E-08,0.564017892,0.737277448,-0.01889139,0.617906451,0.639090419,-0.02469231,0.646030426,0.548644245,-0.035566665,0.683261514,0.491400629,-0.046604857,0.544877172,0.511679173,0.032327719,0.565890849,0.40596959,0.031388327,0.575173795,0.342685848,0.026698697,0.581945062,0.287995487,0.021514315,0.495288551,0.499782413,0.024986289,0.499936283,0.384987891,0.031507857,0.500656843,0.315076679,0.023636745,0.499619365,0.255813897,0.015303398,0.449846894,0.515408397,0.010199299,0.439387441,0.412423879,0.010261375,0.43094945,0.349968106,0.000340346,0.42430982,0.29782775,-0.008053871,0.406389415,0.550739586,-0.009737136,0.376483202,0.476932496,-0.012472786,0.358927667,0.430590034,-0.017412543,0.345192224,0.387008429,-0.021044394,5
0.465335399,0.792631209,1.16E-08,0.546918392,0.733949661,-0.024638012,0.603537083,0.64263171,-0.037909351,0.635385931,0.557545066,-0.054213788,0.673556685,0.499344349,-0.070941247,0.537673295,0.517240047,0.003278508,0.560054123,0.417311609,-0.006894316,0.567434132,0.355627298,-0.016157627,0.571443558,0.301675349,-0.024193905,0.487410367,0.505457163,-0.003920436,0.493283808,0.394644141,-0.009239862,0.493045926,0.327521682,-0.02133191,0.490857869,0.268771261,-0.032561362,0.44079569,0.520323813,-0.01702044,0.429601401,0.420880347,-0.026707921,0.422515303,0.360483885,-0.039747212,0.417244434,0.310513854,-0.049864233,0.395811051,0.555698812,-0.034707554,0.368393064,0.481614053,-0.044359658,0.351192474,0.433189899,-0.052234259,0.337600708,0.38785249,-0.058092013,5
0.46300602,0.79046607,1.08E-08,0.546010256,0.734550118,-0.023133472,0.602140427,0.642944634,-0.034336433,0.633121192,0.559141338,-0.048649054,0.669645905,0.504598498,-0.063396096,0.535181463,0.51629889,0.007687343,0.557626545,0.415243745,-0.000371238,0.567090034,0.354221284,-0.008323332,0.57339412,0.301917076,-0.015393415,0.48595652,0.504372656,0.001503779,0.491962969,0.393257052,-0.000766699,0.493034691,0.326928496,-0.011179624,0.492152542,0.268726885,-0.021157367,0.440371513,0.519235492,-0.01065552,0.430631757,0.41854465,-0.017394416,0.423104703,0.357544959,-0.029338362,0.417313755,0.305889249,-0.038957056,0.396282881,0.554749548,-0.027376914,0.368602753,0.481638372,-0.034546282,0.350927472,0.435381562,-0.041334718,0.336635888,0.391765326,-0.046535883,5
0.446665257,0.778893232,1.15E-08,0.52667582,0.72317493,-0.024766199,0.582988024,0.636758566,-0.039147828,0.614351809,0.555884421,-0.055798247,0.649932086,0.500917792,-0.072590046,0.522987127,0.514562964,-0.005071665,0.542619765,0.414963424,-0.0178397,0.549510241,0.354395628,-0.02851491,0.55427891,0.30120492,-0.03748909,0.473942757,0.501737356,-0.011576254,0.478153586,0.394148022,-0.019969933,0.479233801,0.329962134,-0.03251718,0.479604155,0.271561027,-0.044096489,0.427256674,0.514564157,-0.023252243,0.415342391,0.418220758,-0.034515359,0.409689724,0.361187845,-0.046953823,0.406330645,0.313376784,-0.056956381,0.381989568,0.54824084,-0.039236888,0.354406536,0.477065742,-0.049241908,0.33670032,0.431739211,-0.056779709,0.322504789,0.389176756,-0.062771633,5
