Single Image Frame,x00,y00,z00,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Label
D:\ASL Digits\7\Sign 7 (1).jpeg,0.7601611614227295,0.8577398061752319,-0.0002682132471818477,0.6288094520568848,0.9262934923171997,-0.204311341047287,0.46066105365753174,0.8968133330345154,-0.3526916205883026,0.41162002086639404,0.7864623069763184,-0.4853695333003998,0.4593786597251892,0.6623311042785645,-0.59866863489151,0.34561413526535034,0.6279338598251343,-0.18265067040920258,0.16748031973838806,0.5378081202507019,-0.2764725089073181,0.05834090709686279,0.4670497179031372,-0.34051451086997986,-0.017705857753753662,0.40515610575675964,-0.37805140018463135,0.43298694491386414,0.5348652005195618,-0.17502407729625702,0.30684736371040344,0.3668157458305359,-0.2468213140964508,0.22885429859161377,0.26112687587738037,-0.31408220529556274,0.17334535717964172,0.16864511370658875,-0.3670247793197632,0.5415895581245422,0.4934205710887909,-0.18972831964492798,0.46362757682800293,0.3690676689147949,-0.3394584357738495,0.4678136706352234,0.43672096729278564,-0.42965996265411377,0.4893084168434143,0.5085783004760742,-0.4620344042778015,0.656757652759552,0.4768510162830353,-0.2227771133184433,0.6457946300506592,0.3457014560699463,-0.30753880739212036,0.6410107612609863,0.24186080694198608,-0.3623069226741791,0.6309648156166077,0.13994327187538147,-0.39553242921829224,7
D:\ASL Digits\7\Sign 7 (2).jpeg,0.6885501146316528,0.8773733973503113,-0.00022165094560477883,0.5518435835838318,0.9302053451538086,-0.21939224004745483,0.40320420265197754,0.8843917846679688,-0.3659934103488922,0.3618667721748352,0.7777572870254517,-0.490497350692749,0.42021575570106506,0.6603529453277588,-0.5950064063072205,0.32850077748298645,0.6044043898582458,-0.20706821978092194,0.18001213669776917,0.4902021288871765,-0.31987038254737854,0.09628817439079285,0.3976444602012634,-0.39038097858428955,0.039316803216934204,0.3171921372413635,-0.4314259886741638,0.4254179000854492,0.5298664569854736,-0.19181287288665771,0.33263176679611206,0.35753005743026733,-0.2797307074069977,0.2705170512199402,0.2368462085723877,-0.36139652132987976,0.22654171288013458,0.12604424357414246,-0.42815279960632324,0.5376536846160889,0.5081831216812134,-0.2001323401927948,0.48935842514038086,0.37025728821754456,-0.36307862401008606,0.47717076539993286,0.43861013650894165,-0.46917611360549927,0.4810691773891449,0.5147429704666138,-0.5118576884269714,0.651882529258728,0.5091689825057983,-0.22750385105609894,0.6659689545631409,0.37553489208221436,-0.33452585339546204,0.6833071112632751,0.27527573704719543,-0.4156925678253174,0.6970018744468689,0.17433404922485352,-0.4658437669277191,7
D:\ASL Digits\7\Sign 7 (3).jpeg,0.639130175113678,0.9141576290130615,-0.00026330057880841196,0.48483097553253174,0.9287012815475464,-0.21191778779029846,0.3402588963508606,0.8709203600883484,-0.36549538373947144,0.30592915415763855,0.7707909345626831,-0.506659746170044,0.3826313316822052,0.6778967976570129,-0.6224766373634338,0.30987823009490967,0.5683284401893616,-0.21810507774353027,0.1818547248840332,0.4207156300544739,-0.32268238067626953,0.11436769366264343,0.3254144489765167,-0.38444942235946655,0.06607815623283386,0.24280139803886414,-0.410341739654541,0.4213012158870697,0.5106191039085388,-0.20517133176326752,0.3690864145755768,0.31539809703826904,-0.28749725222587585,0.3354955315589905,0.19055771827697754,-0.3815746605396271,0.3134976625442505,0.07667618989944458,-0.46016350388526917,0.5346100926399231,0.508168637752533,-0.2123541533946991,0.5137267708778381,0.3606719970703125,-0.3843691349029541,0.4884132742881775,0.43610602617263794,-0.5028811693191528,0.47349846363067627,0.5194426774978638,-0.5530790686607361,0.6458268165588379,0.5286905765533447,-0.233359232544899,0.6843253374099731,0.3948137164115906,-0.331893652677536,0.7166216373443604,0.30037224292755127,-0.40248626470565796,0.7419716119766235,0.20207691192626953,-0.4482731223106384,7
D:\ASL Digits\7\Sign 7 (4).jpeg,0.516437292098999,0.9762673377990723,7.149566954467446e-06,0.37998923659324646,0.9478288888931274,-0.22394795715808868,0.28008022904396057,0.8362652659416199,-0.3840598464012146,0.27631813287734985,0.7063285708427429,-0.5159024596214294,0.3563966453075409,0.6142585873603821,-0.6179875731468201,0.32838743925094604,0.542742133140564,-0.22032831609249115,0.2519986629486084,0.3906135559082031,-0.34303557872772217,0.19254687428474426,0.28435853123664856,-0.43992429971694946,0.1520717740058899,0.18548664450645447,-0.48323068022727966,0.43735185265541077,0.5054004192352295,-0.2002314329147339,0.4163384735584259,0.2971789240837097,-0.295862078666687,0.38672691583633423,0.17726865410804749,-0.38246822357177734,0.3771262764930725,0.05218133330345154,-0.4462856650352478,0.5446608662605286,0.5263516902923584,-0.20720677077770233,0.5376402735710144,0.3736848831176758,-0.3763991594314575,0.493036150932312,0.4571991562843323,-0.5011705756187439,0.46366891264915466,0.541132390499115,-0.5501903891563416,0.6495015025138855,0.5730341076850891,-0.22169122099876404,0.6990360021591187,0.44557586312294006,-0.2956450879573822,0.7391411066055298,0.35438740253448486,-0.3377949893474579,0.7828032970428467,0.2572867274284363,-0.36529040336608887,7
D:\ASL Digits\7\Sign 7 (5).jpeg,0.4023541212081909,0.9620867967605591,-8.56323676998727e-05,0.2593793272972107,0.8725475072860718,-0.19739654660224915,0.16968154907226562,0.7308096289634705,-0.3413408100605011,0.20308715105056763,0.6128946542739868,-0.47062328457832336,0.3196636140346527,0.573627769947052,-0.5668018460273743,0.29492226243019104,0.459165096282959,-0.18757425248622894,0.26911962032318115,0.2613799571990967,-0.25053128600120544,0.26030364632606506,0.15019002556800842,-0.2876763343811035,0.2583561837673187,0.05203083157539368,-0.3084968030452728,0.424446702003479,0.4577696919441223,-0.17778490483760834,0.48390108346939087,0.24537143111228943,-0.23596884310245514,0.5136185884475708,0.13019350171089172,-0.30527636408805847,0.5456723570823669,0.029031187295913696,-0.3638916611671448,0.5242314338684082,0.5120049118995667,-0.18999238312244415,0.5832732319831848,0.3701106607913971,-0.33154869079589844,0.534207820892334,0.4296911656856537,-0.4380720853805542,0.4924389719963074,0.49009808897972107,-0.4877062141895294,0.6096844673156738,0.5934324264526367,-0.21031567454338074,0.7067193984985352,0.4990757405757904,-0.308265745639801,0.7823675870895386,0.42692840099334717,-0.380319207906723,0.854945719242096,0.34592220187187195,-0.4282294809818268,7
D:\ASL Digits\7\Sign 7 (6).jpeg,0.3339306712150574,0.9089155793190002,-0.00022921765048522502,0.2035125494003296,0.8063338994979858,-0.19840630888938904,0.13553133606910706,0.6696588397026062,-0.34683069586753845,0.17502999305725098,0.5629967451095581,-0.4777715504169464,0.29501378536224365,0.5458962917327881,-0.574508786201477,0.3140985071659088,0.42420604825019836,-0.19307173788547516,0.3166006803512573,0.24220210313796997,-0.294443279504776,0.31828463077545166,0.12941816449165344,-0.3618076741695404,0.3266782760620117,0.03139263391494751,-0.385256826877594,0.44086021184921265,0.4457595944404602,-0.1861286759376526,0.5287561416625977,0.25058239698410034,-0.26825422048568726,0.5706270337104797,0.14445963501930237,-0.33651116490364075,0.6193610429763794,0.045332133769989014,-0.3869946599006653,0.5300973057746887,0.5156496167182922,-0.20334260165691376,0.5982692241668701,0.39383918046951294,-0.3693288564682007,0.5235589742660522,0.46571287512779236,-0.4699849784374237,0.46759265661239624,0.5321143865585327,-0.5058784484863281,0.6009646058082581,0.6103365421295166,-0.22688885033130646,0.7156796455383301,0.535836398601532,-0.3119460344314575,0.8003524541854858,0.47605741024017334,-0.36613351106643677,0.8843815326690674,0.40921247005462646,-0.40293464064598083,7
D:\ASL Digits\7\Sign 7 (7).jpeg,0.7358053922653198,0.8400248885154724,-0.0001916964101837948,0.6204723715782166,0.9171086549758911,-0.22047516703605652,0.45101138949394226,0.8872368335723877,-0.36230137944221497,0.43781501054763794,0.7546195387840271,-0.47774747014045715,0.4701598286628723,0.6121764183044434,-0.5539125204086304,0.34628546237945557,0.630793571472168,-0.18914617598056793,0.18928682804107666,0.5522645115852356,-0.2829049825668335,0.08180645108222961,0.4861952066421509,-0.3321666121482849,0.009953320026397705,0.42442208528518677,-0.3639010488986969,0.43036097288131714,0.5334658026695251,-0.17478357255458832,0.30527061223983765,0.37596648931503296,-0.23602505028247833,0.2256786972284317,0.2716338634490967,-0.2974393665790558,0.1747213900089264,0.1737571656703949,-0.3458712100982666,0.5374910235404968,0.4882849454879761,-0.18127234280109406,0.46504300832748413,0.36214444041252136,-0.3393843472003937,0.4675307273864746,0.4245602488517761,-0.4621046185493469,0.49267667531967163,0.49448612332344055,-0.5048861503601074,0.6557957530021667,0.4674530625343323,-0.2102588713169098,0.6384472846984863,0.3406188488006592,-0.29855069518089294,0.6345369815826416,0.23216629028320312,-0.3775722086429596,0.6321216821670532,0.12528494000434875,-0.42438849806785583,7
D:\ASL Digits\7\Sign 7 (8).jpeg,0.6860333681106567,0.8705472946166992,-0.00022154852922540158,0.55240797996521,0.9288021326065063,-0.23154282569885254,0.39938968420028687,0.8766742944717407,-0.3812794089317322,0.38339731097221375,0.7630505561828613,-0.504359781742096,0.4365026354789734,0.6383375525474548,-0.6038787961006165,0.32512325048446655,0.6062920093536377,-0.22876040637493134,0.1771484911441803,0.503760039806366,-0.35192710161209106,0.08933055400848389,0.41530996561050415,-0.4264633059501648,0.03170090913772583,0.33906516432762146,-0.46865114569664,0.4254720211029053,0.5281769037246704,-0.20628683269023895,0.33087438344955444,0.36276647448539734,-0.29431042075157166,0.2681537866592407,0.24600759148597717,-0.36511409282684326,0.22542209923267365,0.13839691877365112,-0.42434507608413696,0.5397074222564697,0.5030467510223389,-0.2080461084842682,0.4864826500415802,0.367765337228775,-0.3799611032009125,0.4690149128437042,0.4247450530529022,-0.4872346520423889,0.46899157762527466,0.4928782284259796,-0.5303393006324768,0.654162585735321,0.49832025170326233,-0.23162215948104858,0.6619758605957031,0.3701738119125366,-0.333995521068573,0.678604006767273,0.2690686583518982,-0.41003701090812683,0.691265344619751,0.16792163252830505,-0.45725277066230774,7
D:\ASL Digits\7\Sign 7 (9).jpeg,0.6066883206367493,0.8617897033691406,-0.00011840618390124291,0.47829359769821167,0.9195601940155029,-0.24582944810390472,0.34340211749076843,0.8510842323303223,-0.4015830159187317,0.3350531756877899,0.7421942949295044,-0.5225231051445007,0.40404027700424194,0.6296626329421997,-0.6130009293556213,0.30975839495658875,0.5737040042877197,-0.2578369677066803,0.18854349851608276,0.443398654460907,-0.3939632475376129,0.11540365219116211,0.34210413694381714,-0.47264137864112854,0.06646749377250671,0.26030391454696655,-0.5104650259017944,0.41980624198913574,0.5141820907592773,-0.23350214958190918,0.3533618748188019,0.3386029005050659,-0.3369053304195404,0.305648535490036,0.204604834318161,-0.42302006483078003,0.2789432406425476,0.0790681540966034,-0.4907863140106201,0.5367464423179626,0.5074855089187622,-0.23667451739311218,0.5071094036102295,0.3695588707923889,-0.4108373820781708,0.4859018623828888,0.433001846075058,-0.507815957069397,0.4812276065349579,0.5072295069694519,-0.5419797897338867,0.6515003442764282,0.5187670588493347,-0.2584943473339081,0.6784900426864624,0.39412134885787964,-0.3645917773246765,0.7131597995758057,0.2972669005393982,-0.4494423568248749,0.7475770711898804,0.19680950045585632,-0.5018160939216614,7
D:\ASL Digits\7\Sign 7 (10).jpeg,0.5129929780960083,0.9807195663452148,-0.0001548890577396378,0.38684535026550293,0.954047679901123,-0.22289125621318817,0.2941933870315552,0.8393939733505249,-0.37370800971984863,0.3052367568016052,0.705589234828949,-0.49623239040374756,0.3969997763633728,0.598802924156189,-0.5902984738349915,0.32448363304138184,0.5420170426368713,-0.20035427808761597,0.2298717498779297,0.38712024688720703,-0.30149999260902405,0.17085200548171997,0.27620425820350647,-0.38271522521972656,0.1319180130958557,0.17373159527778625,-0.4239806532859802,0.433688759803772,0.49876272678375244,-0.1746654361486435,0.39978545904159546,0.2965186834335327,-0.2387489676475525,0.3721783757209778,0.17459255456924438,-0.3162391483783722,0.3604361414909363,0.05074259638786316,-0.38284751772880554,0.5400747060775757,0.5157246589660645,-0.17463700473308563,0.528946042060852,0.3615102171897888,-0.32186219096183777,0.4867931008338928,0.44573476910591125,-0.4522625505924225,0.4565137028694153,0.5329128503799438,-0.5122501254081726,0.643063485622406,0.5610212087631226,-0.18300823867321014,0.6872293949127197,0.43152350187301636,-0.24381129443645477,0.7281945943832397,0.3437917232513428,-0.28918886184692383,0.7666978240013123,0.2542199194431305,-0.32148075103759766,7
