Single Image Frame,x00,y00,z00,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Label
D:\ASL Digits\6\Sign 6 (1).jpeg,0.7660177946090698,0.6464530825614929,-0.000269056239631027,0.6356202960014343,0.6895201206207275,-0.16047678887844086,0.49456265568733215,0.6321908235549927,-0.21455535292625427,0.5033133029937744,0.4462243914604187,-0.2235260009765625,0.5581091046333313,0.3035403788089752,-0.17275702953338623,0.340728759765625,0.5129182934761047,-0.08078780770301819,0.154329314827919,0.4400022029876709,-0.16493315994739532,0.03584298491477966,0.39638257026672363,-0.2282455414533615,-0.057564109563827515,0.35605907440185547,-0.2828196585178375,0.39987725019454956,0.41199618577957153,-0.06299184262752533,0.2722899317741394,0.2827201783657074,-0.09214425086975098,0.20251837372779846,0.21368226408958435,-0.10700970143079758,0.1621341109275818,0.18065635859966278,-0.08745895326137543,0.4890957176685333,0.3653945028781891,-0.06157776713371277,0.41976726055145264,0.22324684262275696,-0.10500520467758179,0.3721405565738678,0.13679037988185883,-0.1207987442612648,0.33130013942718506,0.06765714287757874,-0.1146121621131897,0.6064208745956421,0.3560786545276642,-0.09023246169090271,0.549429178237915,0.2830187678337097,-0.1801382601261139,0.5437012314796448,0.3376518785953522,-0.2118985950946808,0.5590901374816895,0.3944469392299652,-0.1814398318529129,6
D:\ASL Digits\6\Sign 6 (2).jpeg,0.7660177946090698,0.6464530825614929,-0.000269056239631027,0.6356202960014343,0.6895201206207275,-0.16047678887844086,0.49456265568733215,0.6321908235549927,-0.21455535292625427,0.5033133029937744,0.4462243914604187,-0.2235260009765625,0.5581091046333313,0.3035403788089752,-0.17275702953338623,0.340728759765625,0.5129182934761047,-0.08078780770301819,0.154329314827919,0.4400022029876709,-0.16493315994739532,0.03584298491477966,0.39638257026672363,-0.2282455414533615,-0.057564109563827515,0.35605907440185547,-0.2828196585178375,0.39987725019454956,0.41199618577957153,-0.06299184262752533,0.2722899317741394,0.2827201783657074,-0.09214425086975098,0.20251837372779846,0.21368226408958435,-0.10700970143079758,0.1621341109275818,0.18065635859966278,-0.08745895326137543,0.4890957176685333,0.3653945028781891,-0.06157776713371277,0.41976726055145264,0.22324684262275696,-0.10500520467758179,0.3721405565738678,0.13679037988185883,-0.1207987442612648,0.33130013942718506,0.06765714287757874,-0.1146121621131897,0.6064208745956421,0.3560786545276642,-0.09023246169090271,0.549429178237915,0.2830187678337097,-0.1801382601261139,0.5437012314796448,0.3376518785953522,-0.2118985950946808,0.5590901374816895,0.3944469392299652,-0.1814398318529129,6
D:\ASL Digits\6\Sign 6 (3).jpeg,0.7660177946090698,0.6464530825614929,-0.000269056239631027,0.6356202960014343,0.6895201206207275,-0.16047678887844086,0.49456265568733215,0.6321908235549927,-0.21455535292625427,0.5033133029937744,0.4462243914604187,-0.2235260009765625,0.5581091046333313,0.3035403788089752,-0.17275702953338623,0.340728759765625,0.5129182934761047,-0.08078780770301819,0.154329314827919,0.4400022029876709,-0.16493315994739532,0.03584298491477966,0.39638257026672363,-0.2282455414533615,-0.057564109563827515,0.35605907440185547,-0.2828196585178375,0.39987725019454956,0.41199618577957153,-0.06299184262752533,0.2722899317741394,0.2827201783657074,-0.09214425086975098,0.20251837372779846,0.21368226408958435,-0.10700970143079758,0.1621341109275818,0.18065635859966278,-0.08745895326137543,0.4890957176685333,0.3653945028781891,-0.06157776713371277,0.41976726055145264,0.22324684262275696,-0.10500520467758179,0.3721405565738678,0.13679037988185883,-0.1207987442612648,0.33130013942718506,0.06765714287757874,-0.1146121621131897,0.6064208745956421,0.3560786545276642,-0.09023246169090271,0.549429178237915,0.2830187678337097,-0.1801382601261139,0.5437012314796448,0.3376518785953522,-0.2118985950946808,0.5590901374816895,0.3944469392299652,-0.1814398318529129,6
D:\ASL Digits\6\Sign 6 (4).jpeg,0.7365715503692627,0.7343114614486694,-0.0003271880850661546,0.5993530750274658,0.7405565977096558,-0.11748799681663513,0.4752897620201111,0.6448067426681519,-0.12792880833148956,0.5238469243049622,0.45955219864845276,-0.09464733302593231,0.6100910305976868,0.3312956690788269,0.010475439950823784,0.3456021547317505,0.4965817928314209,-0.027727769687771797,0.18167142570018768,0.38529670238494873,-0.07914769649505615,0.09529367089271545,0.32880908250808716,-0.11871792376041412,0.020726174116134644,0.28418219089508057,-0.16405893862247467,0.4194016456604004,0.40748050808906555,-0.022128131240606308,0.2986047863960266,0.24346348643302917,-0.030725780874490738,0.249184250831604,0.17266835272312164,-0.033998314291238785,0.214596688747406,0.13975267112255096,-0.02672211080789566,0.5164122581481934,0.3798513412475586,-0.032259535044431686,0.4571079611778259,0.21456146240234375,-0.07706974446773529,0.4263865649700165,0.13243748247623444,-0.11062411218881607,0.39116156101226807,0.06606099009513855,-0.12572243809700012,0.6331071257591248,0.3924662172794342,-0.06815111637115479,0.5835071206092834,0.3236367106437683,-0.13856247067451477,0.5695483684539795,0.37531039118766785,-0.16298618912696838,0.5657050609588623,0.42628419399261475,-0.14335598051548004,6
D:\ASL Digits\6\Sign 6 (5).jpeg,0.661774754524231,0.8790320158004761,-0.0002808648278005421,0.5188972353935242,0.8115205764770508,-0.13521140813827515,0.43989357352256775,0.6476200819015503,-0.16909945011138916,0.5466852784156799,0.4823956787586212,-0.17318549752235413,0.6593315005302429,0.3802647590637207,-0.11611442267894745,0.3639594614505768,0.47004157304763794,0.00834718905389309,0.25614088773727417,0.31046754121780396,-0.04927309229969978,0.19565686583518982,0.21778127551078796,-0.08237361907958984,0.14101281762123108,0.13975663483142853,-0.1124599352478981,0.46790504455566406,0.4156723618507385,0.02044811099767685,0.4153250455856323,0.22683222591876984,0.00936675164848566,0.38502562046051025,0.12988868355751038,-0.013286278583109379,0.36326152086257935,0.06978482007980347,-0.0004632138297893107,0.5685684084892273,0.42051562666893005,0.01268106047064066,0.5737038254737854,0.24322469532489777,-0.02656286209821701,0.5731543302536011,0.1331203281879425,-0.06988788396120071,0.5708309412002563,0.043760985136032104,-0.07927926629781723,0.6656053066253662,0.462761253118515,-0.02507622539997101,0.6477841138839722,0.34800735116004944,-0.10405750572681427,0.6178194284439087,0.3919532597064972,-0.1498270034790039,0.6026376485824585,0.457736074924469,-0.14010018110275269,6
D:\ASL Digits\6\Sign 6 (6).jpeg,0.5964093804359436,0.9013662338256836,-0.00031534081790596247,0.4653010666370392,0.8109846115112305,-0.14052286744117737,0.4064006805419922,0.6244730949401855,-0.15318045020103455,0.545154869556427,0.4705828130245209,-0.12470091134309769,0.6908326148986816,0.3948846459388733,-0.023465890437364578,0.37896931171417236,0.4364662170410156,0.02947050891816616,0.2931661009788513,0.2617127001285553,-0.007400908507406712,0.24336761236190796,0.16065174341201782,-0.024055736139416695,0.20456555485725403,0.08124083280563354,-0.04175787419080734,0.4864189922809601,0.397308349609375,0.05897878110408783,0.46561217308044434,0.21233922243118286,0.06959045678377151,0.45176661014556885,0.11783286929130554,0.06934170424938202,0.43258562684059143,0.06484556198120117,0.10554768145084381,0.581642746925354,0.4220846891403198,0.0666404739022255,0.6189512014389038,0.25390398502349854,0.05817646160721779,0.6402184367179871,0.14495861530303955,0.033782850950956345,0.6492079496383667,0.056999415159225464,0.04114008694887161,0.6686068773269653,0.49189281463623047,0.042942069470882416,0.6731858253479004,0.3843161165714264,-0.018704261630773544,0.6416659355163574,0.4197128117084503,-0.0609658844769001,0.619698703289032,0.4804838001728058,-0.04183786362409592,6
D:\ASL Digits\6\Sign 6 (7).jpeg,0.5136183500289917,0.8991385698318481,-0.00022988005366642028,0.41739919781684875,0.7838323712348938,-0.15065954625606537,0.40696877241134644,0.6098110675811768,-0.1843210905790329,0.5523722171783447,0.48888179659843445,-0.18872418999671936,0.6770175099372864,0.4123789668083191,-0.14035989344120026,0.3864558935165405,0.43996793031692505,-0.0038311758544296026,0.34041470289230347,0.257924884557724,-0.05445997789502144,0.31214821338653564,0.145424485206604,-0.0771079733967781,0.28842324018478394,0.043820321559906006,-0.0902419239282608,0.4956255853176117,0.42261990904808044,0.02304227650165558,0.5021538734436035,0.23760677874088287,0.01182649563997984,0.5034632086753845,0.12849202752113342,-0.005804199259728193,0.5037612318992615,0.04959779977798462,0.012959199026226997,0.5868367552757263,0.4522415101528168,0.028672873973846436,0.6436343193054199,0.28873056173324585,0.0013236833037808537,0.6798735857009888,0.17112648487091064,-0.04170466959476471,0.7059969902038574,0.07840338349342346,-0.046607546508312225,0.6647762656211853,0.5156854391098022,0.008103287778794765,0.6855078339576721,0.4036347568035126,-0.07965900003910065,0.6519051194190979,0.42216745018959045,-0.14367647469043732,0.6177158951759338,0.48195984959602356,-0.14720718562602997,6
D:\ASL Digits\6\Sign 6 (8).jpeg,0.4409557580947876,0.9194439649581909,-0.00029282935429364443,0.3618941009044647,0.7780557870864868,-0.14012707769870758,0.38310354948043823,0.5903720855712891,-0.16181416809558868,0.5587292313575745,0.4987310469150543,-0.15106217563152313,0.7066850066184998,0.45775872468948364,-0.08389051258563995,0.40484368801116943,0.40461987257003784,0.010453316383063793,0.3912033438682556,0.20946630835533142,-0.03201444819569588,0.37981492280960083,0.09564805030822754,-0.043075330555438995,0.37271422147750854,0.001345902681350708,-0.04274589568376541,0.5173758864402771,0.41214457154273987,0.03633330017328262,0.5622195601463318,0.22953550517559052,0.04401080682873726,0.5859019160270691,0.1288660764694214,0.03336488828063011,0.6036885976791382,0.0576024055480957,0.06280922889709473,0.5992339849472046,0.46704959869384766,0.03950364887714386,0.6837859153747559,0.3272422254085541,0.021491803228855133,0.738419234752655,0.22741509974002838,-0.03139888122677803,0.7813385725021362,0.14499682188034058,-0.045525141060352325,0.6580803990364075,0.5539638996124268,0.014661269262433052,0.6916871070861816,0.45578187704086304,-0.055723633617162704,0.6480945944786072,0.4756651222705841,-0.11786413192749023,0.6040946841239929,0.527568519115448,-0.12219740450382233,6
D:\ASL Digits\6\Sign 6 (9).jpeg,0.3124009370803833,0.7680835723876953,-0.000245942355832085,0.28650060296058655,0.6383672952651978,-0.1744077354669571,0.3735989034175873,0.5205111503601074,-0.22652970254421234,0.5489152073860168,0.537793755531311,-0.23744472861289978,0.6811768412590027,0.5640969276428223,-0.1955905556678772,0.4637763500213623,0.370095819234848,-0.07034134864807129,0.5452350974082947,0.20735406875610352,-0.1439964473247528,0.594845175743103,0.09854057431221008,-0.19692564010620117,0.6378841996192932,0.006893157958984375,-0.22950443625450134,0.557543933391571,0.4321196377277374,-0.0322602242231369,0.6816139221191406,0.30581289529800415,-0.05470344051718712,0.7616435289382935,0.2326555997133255,-0.09198471903800964,0.8173121213912964,0.18514078855514526,-0.09580408036708832,0.6047163009643555,0.5147491693496704,-0.013175244443118572,0.7534284591674805,0.43905138969421387,-0.05975969880819321,0.8602409362792969,0.3841203451156616,-0.1124313473701477,0.9422441124916077,0.34628888964653015,-0.1353638619184494,0.622168242931366,0.6122691035270691,-0.018477369099855423,0.7091136574745178,0.5544278621673584,-0.11069726943969727,0.669624924659729,0.5528998374938965,-0.1661173403263092,0.6123055815696716,0.5764176845550537,-0.16944290697574615,6
D:\ASL Digits\6\Sign 6 (10).jpeg,0.7372086048126221,0.7146941423416138,-0.0002790341095533222,0.5939395427703857,0.7491747140884399,-0.12080544233322144,0.4484592080116272,0.6543359160423279,-0.15378545224666595,0.45417118072509766,0.4730841815471649,-0.16326726973056793,0.4981533885002136,0.34830230474472046,-0.12804396450519562,0.35521557927131653,0.5366755127906799,0.023807505145668983,0.19190922379493713,0.45157554745674133,-0.012493666261434555,0.0931527316570282,0.3997899293899536,-0.026695499196648598,0.019070953130722046,0.35473451018333435,-0.03566157817840576,0.4139110743999481,0.4437685012817383,0.02710830606520176,0.2923091650009155,0.3158441185951233,0.03819505125284195,0.2190740704536438,0.24326206743717194,0.028709644451737404,0.17682601511478424,0.20037779211997986,0.053359635174274445,0.49131444096565247,0.39579570293426514,0.01066964864730835,0.41118085384368896,0.2467893660068512,-0.00546735804527998,0.35129833221435547,0.14965561032295227,-0.043732888996601105,0.3093299865722656,0.08015179634094238,-0.05293428897857666,0.5914933085441589,0.377032995223999,-0.028630761429667473,0.5233021378517151,0.2806602716445923,-0.11179634928703308,0.5045266151428223,0.31594011187553406,-0.173843652009964,0.5176032781600952,0.37942132353782654,-0.1752922236919403,6
