Single Image Frame,x00,y00,z00,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Label
D:\ASL Digits\9\Sign 9 (1).jpeg,0.7508302927017212,0.7653953433036804,-0.00031837914139032364,0.6402266025543213,0.8186043500900269,-0.1492520570755005,0.49457991123199463,0.8186646699905396,-0.2495368868112564,0.3998836576938629,0.7477657794952393,-0.33278417587280273,0.39798504114151,0.6264155507087708,-0.3887162208557129,0.3925652503967285,0.6007474064826965,-0.11293048411607742,0.282764196395874,0.5232992768287659,-0.22926707565784454,0.340989351272583,0.5544443726539612,-0.31700560450553894,0.41112983226776123,0.5847823619842529,-0.3627263009548187,0.43228796124458313,0.511498749256134,-0.09990283846855164,0.2838045656681061,0.39092177152633667,-0.15496130287647247,0.196646586060524,0.30738741159439087,-0.22815510630607605,0.12059155106544495,0.2292523980140686,-0.28552576899528503,0.5134847164154053,0.45545685291290283,-0.10103745758533478,0.428173303604126,0.3016078472137451,-0.14390067756175995,0.3748342990875244,0.19885924458503723,-0.18654568493366241,0.31975850462913513,0.11049023270606995,-0.21800294518470764,0.6214075088500977,0.4268338680267334,-0.12187632918357849,0.5854883193969727,0.2975931167602539,-0.16923640668392181,0.5651190280914307,0.21063977479934692,-0.19116836786270142,0.5346269011497498,0.12673154473304749,-0.2022491842508316,9
D:\ASL Digits\9\Sign 9 (2).jpeg,0.7279558181762695,0.8259832859039307,-0.00033910071942955256,0.5874005556106567,0.8455451726913452,-0.14865340292453766,0.4429647922515869,0.8068535923957825,-0.2649434804916382,0.3791196942329407,0.7180103063583374,-0.3738587200641632,0.4104520380496979,0.6077321767807007,-0.45836442708969116,0.36815956234931946,0.5720834136009216,-0.13144071400165558,0.2727918028831482,0.48621538281440735,-0.23352079093456268,0.3351697325706482,0.5355747938156128,-0.3187359869480133,0.4057007431983948,0.5858201384544373,-0.36653169989585876,0.4329301416873932,0.4940319061279297,-0.11736008524894714,0.3072957694530487,0.3383480906486511,-0.1584457904100418,0.2402799278497696,0.24755558371543884,-0.220915749669075,0.1778983473777771,0.17340466380119324,-0.2585042715072632,0.5259168744087219,0.45268750190734863,-0.1205240935087204,0.45792385935783386,0.2837104797363281,-0.1550021916627884,0.4196871817111969,0.18212628364562988,-0.18798711895942688,0.37751543521881104,0.09628784656524658,-0.20591652393341064,0.635432779788971,0.43972212076187134,-0.14396549761295319,0.6175304651260376,0.30936068296432495,-0.17879965901374817,0.6076222062110901,0.22450664639472961,-0.1913825273513794,0.5871956944465637,0.14107447862625122,-0.18658031523227692,9
D:\ASL Digits\9\Sign 9 (3).jpeg,0.6211312413215637,0.7744482755661011,-0.00018500479927752167,0.517973005771637,0.8320530652999878,-0.2014254331588745,0.400783896446228,0.8025811314582825,-0.3285776972770691,0.3323572874069214,0.7208302617073059,-0.4295428991317749,0.35033565759658813,0.6142036318778992,-0.504086971282959,0.37166011333465576,0.5819630026817322,-0.2123977243900299,0.2917354702949524,0.46854668855667114,-0.35018259286880493,0.3280200958251953,0.5021328926086426,-0.4318319857120514,0.384828120470047,0.5661234259605408,-0.4478461444377899,0.4395362436771393,0.4999552071094513,-0.1712610125541687,0.35504013299942017,0.3579224944114685,-0.23795859515666962,0.2996930480003357,0.2459360957145691,-0.31280359625816345,0.25563764572143555,0.1428367793560028,-0.38178685307502747,0.5353280901908875,0.4715566635131836,-0.15521042048931122,0.49027496576309204,0.31540364027023315,-0.2119801789522171,0.4688701331615448,0.2017679512500763,-0.27842557430267334,0.4542343020439148,0.1000882089138031,-0.33349287509918213,0.6456373929977417,0.481286883354187,-0.15628723800182343,0.6450802683830261,0.3493930697441101,-0.207431361079216,0.6507684588432312,0.25922107696533203,-0.24615156650543213,0.65224289894104,0.16992530226707458,-0.27662166953086853,9
D:\ASL Digits\9\Sign 9 (4).jpeg,0.5335338115692139,0.8899365663528442,-0.00038031121948733926,0.41005146503448486,0.851364254951477,-0.15892383456230164,0.2988961935043335,0.747697114944458,-0.26671478152275085,0.2749650478363037,0.6324973106384277,-0.3632553219795227,0.35607975721359253,0.5478236675262451,-0.4344371259212494,0.34811490774154663,0.5114094018936157,-0.1056208685040474,0.3044421076774597,0.37376669049263,-0.21960777044296265,0.3228248655796051,0.4332377016544342,-0.2885226607322693,0.35514524579048157,0.5129916667938232,-0.3061493933200836,0.442618191242218,0.4718819558620453,-0.08969161659479141,0.4093112349510193,0.2878459692001343,-0.1205960065126419,0.39375922083854675,0.16618379950523376,-0.16759660840034485,0.38240984082221985,0.06279900670051575,-0.20361322164535522,0.5414970517158508,0.48146092891693115,-0.0961090549826622,0.5639293193817139,0.3177340626716614,-0.13119959831237793,0.5859161615371704,0.20698514580726624,-0.1593141257762909,0.6037781834602356,0.11026373505592346,-0.17761000990867615,0.6403496265411377,0.5255818367004395,-0.12085473537445068,0.6782119274139404,0.40248528122901917,-0.1613159477710724,0.7109886407852173,0.32267722487449646,-0.1663963496685028,0.7415282726287842,0.2414947897195816,-0.15396817028522491,9
D:\ASL Digits\9\Sign 9 (5).jpeg,0.4859651029109955,0.9530699253082275,-0.0003162268840242177,0.3566425144672394,0.8576185703277588,-0.1450502872467041,0.2628899812698364,0.7219178676605225,-0.25596511363983154,0.2521130442619324,0.6037306189537048,-0.3612883687019348,0.3349887728691101,0.530194878578186,-0.4385044574737549,0.35172879695892334,0.4790772497653961,-0.09541989862918854,0.33328473567962646,0.35441553592681885,-0.19148342311382294,0.33982980251312256,0.4204869270324707,-0.28713804483413696,0.3539466857910156,0.49407610297203064,-0.3477502763271332,0.45237866044044495,0.46069517731666565,-0.07995907962322235,0.44448432326316833,0.2532607316970825,-0.10220807045698166,0.443348228931427,0.14737746119499207,-0.16725021600723267,0.4381712079048157,0.051141977310180664,-0.21037226915359497,0.550849199295044,0.4844669997692108,-0.08672162145376205,0.5951917171478271,0.3072097599506378,-0.11502332985401154,0.6271750330924988,0.2112450897693634,-0.16083376109600067,0.645061731338501,0.11892035603523254,-0.1966913491487503,0.6466623544692993,0.5418469905853271,-0.10974890738725662,0.7021206617355347,0.41805821657180786,-0.14760789275169373,0.7412256002426147,0.3459516167640686,-0.16720862686634064,0.7666729092597961,0.2703069746494293,-0.17076735198497772,9
D:\ASL Digits\9\Sign 9 (6).jpeg,0.20805874466896057,0.7863855957984924,-0.0003885530459228903,0.16880714893341064,0.6561386585235596,-0.15521715581417084,0.1785692572593689,0.5037720203399658,-0.28223782777786255,0.2386113703250885,0.42167070508003235,-0.40183988213539124,0.3483346104621887,0.43247920274734497,-0.48688891530036926,0.41175493597984314,0.389790415763855,-0.1562979519367218,0.4661719501018524,0.2765575051307678,-0.2519095540046692,0.41885948181152344,0.3537934124469757,-0.3224981725215912,0.38109004497528076,0.43812745809555054,-0.3673059940338135,0.49505093693733215,0.4387086033821106,-0.14245915412902832,0.6337721347808838,0.26678887009620667,-0.18705999851226807,0.7050670981407166,0.193153515458107,-0.2604704797267914,0.7584264278411865,0.12745878100395203,-0.3092721700668335,0.5456670522689819,0.5199673771858215,-0.14343814551830292,0.7072230577468872,0.41409122943878174,-0.18401360511779785,0.7955077886581421,0.36734023690223694,-0.23242811858654022,0.8665813207626343,0.31325745582580566,-0.26929911971092224,0.5731623768806458,0.6219755411148071,-0.16225633025169373,0.7070939540863037,0.5816147327423096,-0.20415377616882324,0.7870953679084778,0.5605916976928711,-0.22355926036834717,0.862009584903717,0.5243443250656128,-0.23022083938121796,9
D:\ASL Digits\9\Sign 9 (7).jpeg,0.7267440557479858,0.8172301054000854,-0.00034701553522609174,0.5915446281433105,0.831283450126648,-0.16657599806785583,0.45213937759399414,0.7865067720413208,-0.29863840341567993,0.39921990036964417,0.6923165321350098,-0.4255063235759735,0.4355944097042084,0.5726908445358276,-0.5336654186248779,0.3623828887939453,0.5626257061958313,-0.12382258474826813,0.2743881344795227,0.47110068798065186,-0.23983699083328247,0.3310905694961548,0.5100838541984558,-0.34897878766059875,0.39759644865989685,0.5609909296035767,-0.4072194993495941,0.4256342351436615,0.48581063747406006,-0.10247264802455902,0.2985988259315491,0.3381847143173218,-0.13463924825191498,0.2270987331867218,0.2504180073738098,-0.2016550749540329,0.1626889407634735,0.1819821298122406,-0.24228371679782867,0.5177385807037354,0.44581887125968933,-0.10137475281953812,0.44142162799835205,0.2882557809352875,-0.12957432866096497,0.40378057956695557,0.19344541430473328,-0.1677996665239334,0.36411434412002563,0.11264941096305847,-0.19213174283504486,0.6265407800674438,0.43327152729034424,-0.12344886362552643,0.593281090259552,0.31302952766418457,-0.14834780991077423,0.5795924663543701,0.23766972124576569,-0.1561778485774994,0.5604799389839172,0.16527748107910156,-0.14935272932052612,9
D:\ASL Digits\9\Sign 9 (8).jpeg,0.6755802631378174,0.8469015955924988,-0.00029681139858439565,0.5448132753372192,0.8455101251602173,-0.1831367015838623,0.4174351990222931,0.7841721773147583,-0.31441017985343933,0.37041258811950684,0.6870056390762329,-0.43716996908187866,0.41312775015830994,0.5665379762649536,-0.5423741340637207,0.3586355149745941,0.5529614090919495,-0.1288982629776001,0.28782930970191956,0.43730369210243225,-0.25696009397506714,0.340402215719223,0.48428383469581604,-0.3607970178127289,0.40391209721565247,0.547554075717926,-0.4015193283557892,0.43174058198928833,0.4855281412601471,-0.09649661928415298,0.3354966640472412,0.331184059381485,-0.1249753087759018,0.27720263600349426,0.22995615005493164,-0.18244996666908264,0.2251325249671936,0.1441967487335205,-0.21856029331684113,0.5290442705154419,0.4599127769470215,-0.09111904352903366,0.4901467263698578,0.3008498549461365,-0.11433181911706924,0.46789997816085815,0.19525107741355896,-0.15062792599201202,0.44498276710510254,0.1041182279586792,-0.17450445890426636,0.6382291913032532,0.4632938504219055,-0.109807088971138,0.6284560561180115,0.34480273723602295,-0.13752053678035736,0.6261227130889893,0.2624971270561218,-0.14725472033023834,0.6215421557426453,0.18125686049461365,-0.14135804772377014,9
D:\ASL Digits\9\Sign 9 (9).jpeg,0.6032273769378662,0.8734450340270996,-0.00034794528619386256,0.4745104908943176,0.8554666042327881,-0.1827993094921112,0.36742711067199707,0.7731378674507141,-0.31002432107925415,0.3347475826740265,0.6653305292129517,-0.42563343048095703,0.3907355070114136,0.5533037185668945,-0.5271351337432861,0.35325008630752563,0.533341646194458,-0.11736945807933807,0.2970638871192932,0.40031659603118896,-0.25002679228782654,0.33127158880233765,0.45376425981521606,-0.3570144772529602,0.37608975172042847,0.5267225503921509,-0.40175288915634155,0.4355238676071167,0.47414758801460266,-0.08603569120168686,0.3700771629810333,0.3065737187862396,-0.116127148270607,0.33069875836372375,0.1900871992111206,-0.16798135638237,0.2933047413825989,0.0882275402545929,-0.2073897123336792,0.5354146957397461,0.4639987051486969,-0.08283476531505585,0.5367104411125183,0.30314135551452637,-0.11190768331289291,0.5350662469863892,0.19033417105674744,-0.14437957108020782,0.5232471227645874,0.08827453851699829,-0.1643380969762802,0.6395970582962036,0.4870401918888092,-0.10283662378787994,0.6559873819351196,0.369865357875824,-0.13242991268634796,0.6696841716766357,0.2853737473487854,-0.1433885097503662,0.674599289894104,0.19910076260566711,-0.14043033123016357,9
D:\ASL Digits\9\Sign 9 (10).jpeg,0.5461504459381104,0.8896194696426392,-0.0003428480704315007,0.4239880442619324,0.8501437902450562,-0.1816720813512802,0.3234992027282715,0.7487356662750244,-0.3018619120121002,0.31195855140686035,0.6366565227508545,-0.4061594009399414,0.38861215114593506,0.5407429933547974,-0.49238041043281555,0.3444228172302246,0.5042561292648315,-0.10796390473842621,0.31620973348617554,0.3660006523132324,-0.2431986778974533,0.3354094922542572,0.41741663217544556,-0.342558890581131,0.3693675398826599,0.4996225833892822,-0.36843109130859375,0.43939104676246643,0.46541571617126465,-0.07937422394752502,0.4008671045303345,0.29270026087760925,-0.10830274969339371,0.379374623298645,0.16976851224899292,-0.15619631111621857,0.3641599416732788,0.06744334101676941,-0.18974509835243225,0.5408421158790588,0.4766765832901001,-0.08062522113323212,0.5562976598739624,0.3222447633743286,-0.1102469265460968,0.5699048042297363,0.2146841287612915,-0.14188316464424133,0.5833362340927124,0.12050756812095642,-0.1630115956068039,0.6426413059234619,0.5222874879837036,-0.10330858826637268,0.6685529947280884,0.40695929527282715,-0.13112634420394897,0.6917476654052734,0.3252250552177429,-0.13348674774169922,0.7136065363883972,0.24271723628044128,-0.1216428354382515,9
